user,date,content
DominionEnergy,2021-10-14 19:00:45+00:00,"""If we're sincere about diversifying the workforce,"" says @BenedictEDU's Dr. @ArtisRoslyn, ""then investing in these institutions is the greatest single way to get skilled, diverse talent into our nation's companies.""

Read more about our #HBCU Promise&gt;&gt; https://t.co/jY4AJVpub3 https://t.co/mL5v7QgDVo"
DominionEnergy,2021-10-14 16:00:26+00:00,Renewable natural gas reduces our carbon footprint creating cleaner energy for consumers. https://t.co/ujqWe0FgXv https://t.co/Aja1pa14mh
DominionEnergy,2021-10-14 14:45:11+00:00,"According to the @CDCgov, 1 in 4 adults in the U.S. have a disability that impacts major life activities.

Read the perspective of one of our employees, and learn how you can make the workplace more inclusive for those with a disability &gt;&gt; https://t.co/f2SIGWaBPl #NDEAM"
DominionEnergy,2021-10-13 20:00:33+00:00,"Through the Dominion Energy Charitable Foundation, we're proud to support organizations making a difference in the communities we serve. 

Learn more about how we're partnering with organizations that meet the needs of Hispanic and Latino communities &gt;&gt; https://t.co/GEAYWGfUis https://t.co/7UtVRK6dx2"
DominionEnergy,2021-10-13 18:23:59+00:00,"@LindaMJohnsonPR Good Afternoon, Linda! We are sorry to see this is occurring. For further assistance, please send us a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-12 16:00:28+00:00,"Before tackling that DIY project that requires digging, contact 811. Why? ​

You need to know what's below. #ActionsSpeakLouder https://t.co/PrLrw3RQgz https://t.co/38ScMd892L"
DominionEnergy,2021-10-12 14:37:57+00:00,@Ellwoods Yikes! Thanks for your patience. Our crews are on the scene and making the repairs to restore power as quickly and safely as possible. https://t.co/3U4vBSK0R7
DominionEnergy,2021-10-12 12:07:26+00:00,"@OgPoundCake_ Good Morning! Sorry for the delayed response. We apologize to hear about your experience. For further assistance, please send us a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-11 21:16:58+00:00,"Heroes serving heroes: Dozens of West Virginia employees with our veteran's employee resource group beautified the grounds of the West Virginia Veterans Nursing Facility. 

Fresh flowers &amp; plants now brighten the area for residents to enjoy🌻

Full story&gt;&gt;https://t.co/2af7KGnSCC https://t.co/jTQI6G0yfI"
DominionEnergy,2021-10-11 12:20:28+00:00,@smitty000207 Good Morning! Sorry for the delayed response. We sorry to hear your home lost service. Are you still without power?
DominionEnergy,2021-10-07 17:31:36+00:00,"@_kligg Good Afternoon! Thank you for reaching out to us with your concerns about your recent bill. At your earliest convenience, please DM with your full address and zip code and we will be happy to assist you. Thank you."
DominionEnergy,2021-10-07 17:18:40+00:00,"@omarmishhadani Good Afternoon, We're sorry to hear that you are without power. For further assistance could you reply with your full address including your zip code?"
DominionEnergy,2021-10-07 16:29:49+00:00,"@TeenTeen27817 Good Afternoon, We are sorry to hear that you are without power. For further assistance please respond via direct message with your full address including your zip code."
DominionEnergy,2021-10-07 13:30:40+00:00,"""I feel that we can help [new immigrants] through that process of adjusting to living in the United States,"" says Lorena Mazarro.

Lorena's multi-lingual abilities make all the difference for Spanish-speaking customers in need. 

More on Lorena's journey&gt;&gt; https://t.co/14PFZeJNEM https://t.co/Fvz6OKMhyj"
DominionEnergy,2021-10-07 12:06:48+00:00,"@michelleleff Good Morning, Michelle! Sorry for the delayed response. We apologize to hear about your experience. For further assistance, please send us a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-06 18:03:05+00:00,"@johnning_ Hi John. We're sorry to hear you're experiencing an outage, and apologize for the inconvenience this is causing. Please send us a direct message with your full service address, including zip code, so we can better assist."
DominionEnergy,2021-10-06 16:01:07+00:00,Sealing leaks in your home is a cost-effective way to save on heating and cooling costs. #ActionsSpeakLouder https://t.co/2yv9rEMh3q https://t.co/6JoMEsKIxp
DominionEnergy,2021-10-05 19:06:56+00:00,"@DanaJohnson80 Good Afternoon, Dana! We apologize to hear about your experience. For further assistance, please send us a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 18:34:48+00:00,"@Jagyth Okay, great. Thanks for the follow up!"
DominionEnergy,2021-10-04 17:14:26+00:00,"@mohanvorganti Good afternoon. We are sorry to hear of the difficulties you had with our website. At your earliest convenience, please send us a DM with your zip code and we will be happy to get you the correct contact information."
DominionEnergy,2021-10-04 16:00:12+00:00,@Jagyth H! Apologies for the delay but it should be working now. Are you still experiencing issues?
DominionEnergy,2021-10-04 15:59:29+00:00,"@beycrusade Hi there, thanks for the heads up! It should be working now. Are you still experiencing issues?"
DominionEnergy,2021-10-04 12:46:12+00:00,"@So_Truculent Good Morning! Sorry for the delayed response. Please reply in a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 12:16:35+00:00,@Kratomon99 Good Morning! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address including zip code. Thank you!
DominionEnergy,2021-10-04 12:15:08+00:00,"@phoebekilgour Good Morning! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 12:13:42+00:00,"@TheRealJenBlue Good Morning! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 12:13:22+00:00,"@jeffloudy Good Morning! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 12:12:57+00:00,"@lauriedelray Good Morning! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-10-04 12:12:36+00:00,@MsArwen_Stark Good Morning Arwen! Sorry for the delayed response. We apologize to hear you lost service. Are you still without power? Please reply in a direct message with your full address. Thank you!
HP,2021-12-14 19:30:37+00:00,"@SAJonesEsq Hey Stephanie! I'm really sorry about the inconvenience caused due the Bot error! Please allow me to quickly take this up for you?
Do you mind sharing the Serial# of your device on a DM: https://t.co/CUoNtuSfaQ and I'll be on it :) ^Dikshita https://t.co/fPjB4sQbHL"
HP,2021-12-14 19:29:22+00:00,"@Real__State Thanks for the shout-out! We're happy to have you in the HP family! 

^ Damini"
HP,2021-12-14 18:40:35+00:00,"@toughiv Thank you for the details. As much as we'd love to help, to ensure your information is safe, we request you to delete the public post and share the case ID via direct message so that we can assist further. https://t.co/fPjB4sQbHL"
HP,2021-12-14 18:02:33+00:00,"@toughiv Hello Bradley,
Thank you for reaching out to HP Support.
I am sorry that you had a sore experience with the support. please allow me to make things better.
Kindly direct message us the case ID so that we can have a check and assist further.
^Dilip https://t.co/fPjB4sQbHL"
HP,2021-12-14 17:41:52+00:00,@cutchaguy Hello Bryan! I'm really sorry about the inconvenience caused. I see that you've reached us out on a DM. I'd request you to please bear with us while the virtual agent collects basic information about your device and connect you to a live agent. ^Dikshita https://t.co/fPjB4sQbHL
HP,2021-12-14 17:04:28+00:00,@deepakpurohit27 Hey Deepak! We've received your details on the DM and we'll continue to communicate on the same thread to avoid any confusion.
HP,2021-12-14 15:40:16+00:00,"@deepakpurohit27 Hello Deepak! Please accept my apologies for the inconvenience caused. Allow me to quickly take this up for you?
Do you mind sharing the Serial No of your device on a DM: https://t.co/CUoNtv9Qzq and I'll be on it to get this sorted with any further ado :) ^Dikshita https://t.co/fPjB4t7N6l"
HP,2021-12-14 15:21:42+00:00,@SkogVIF velkommen :) https://t.co/fPjB4t7N6l
HP,2021-12-14 15:18:53+00:00,"@SkogVIF Det er fantastisk :)
vennligst kontakt oss i fremtiden for hjelp.
takk for at du valgte HP.
^Sajeeda https://t.co/fPjB4t7N6l"
HP,2021-12-14 15:15:19+00:00,"@SkogVIF Hei 
Velkommen til Hp support!
Jeg beklager opplevelsen du har hatt og vil gjerne hjelpe deg. Trenger du teknisk assistanse? Hvis ja, vennligst send oss en direktemelding slik at vi kan hjelpe deg bedre!  
^Sajeeda https://t.co/fPjB4t7N6l"
HP,2021-12-14 14:11:58+00:00,"@smoking_hobbit Sorry to hear that Donald.
Please do reach out for further help.
thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 13:24:21+00:00,"@thakurgunjan9 Hey Gunjan:) I'm extremely sorry about the lapse and I agree this isn't ideal :( Could you please confirm if the issue is resolved?
If not do you mind helping me with what seems to be the issue exactly and I'll take this up right away :) ^Dikshita https://t.co/fPjB4t8kVT"
HP,2021-12-14 13:00:23+00:00,"@jay_kay30_ Hi James,
Thank you for reaching HP support. I apologize for the inconvenience caused to you. I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this. Thanks!
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 12:47:21+00:00,"@smoking_hobbit Hi Donald,
Welcome to HP support!
I apologize for the inconvenience caused and the hassle that you had to go through!
I'd be happy to help! Due to a character constraint please follow the link to send us a direct message and I'll look into this. 
Thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 12:24:31+00:00,"@Sindile_N Hey Lisa,
Not to worry our support team will help you to sort the issue over DM.
Please stay connected.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 11:42:49+00:00,"@Sindile_N No fret, Lisa!
Welcome to Hp support!
 This is exactly where we come in! Thanks for informing us. 
Please click on below link and connect with us and we shall help you further.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 10:56:16+00:00,"@htfs111 مرحبًا بكم
مرحبا بكم في دعم Hp!
شكرا لك على التغريد. سأكون سعيدا للمساعدة! بسبب قيود حرف يرجى اتباع الرابط لإرسال رسالة مباشرة لنا وأنا سوف ننظر في هذا. يمكنك أيضا الاتصال بشركة HP مباشرة عبر هذا الرابط https://t.co/lwAfaamCxv . شكرا
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 10:54:52+00:00,"@What_Char_Said Hi there,
Welcome to Hp support!
I apologize for the experience you've had and would love to help you out. Do you require technical assistance? If yes, please send us a direct message so we can assist you better!  
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 10:41:56+00:00,"@Katarzy44129870 Dziękujemy za udostępnienie nam tych informacji. Czy mógłbyś udostępnić nam swoje dane za pośrednictwem wiadomości prywatnej, w tym imię i numer seryjny produktu, abyśmy mogli odpowiedzieć na Twoje zapytanie? Jeden z naszych agentów wkrótce się z Tobą skontaktuje. 
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 10:32:11+00:00,"@gelrom40 Hi there,
Welcome to HP support!
Thank you for tweeting. I'd be happy to help! Due to a character constraint please follow the link to send us a direct message and I'll look into this. You may also contact HP directly via this link https://t.co/lwAfaamCxv . Thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 09:40:17+00:00,"@NCShangriLa Hi there,
Welcome to HP support!
thanks for your tweet.
We see that you are looking to upgrade your printer?
Please click on this below link to begin a conversation with us,
Thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 09:30:29+00:00,"@acharya_minaxi You will be contacted in next 24/48 business hours.
however, we shall close loop this case and keep you posted further.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 09:12:44+00:00,"@acharya_minaxi Hi Meenakshi,
Welcome to HP support!
Sorry for the unpleasant experience.
We understand you have gone through a lot.
But as we mentioned case is escalated and our field team will notify you soon via call or email.
thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-14 08:09:39+00:00,"@jayneversettle Hi Jay, We hate it when something like this happens, and I'd love to help you get this sorted, 
Please send us a DM, to begin a conversation while avoiding the character restrictions on Twitter ;)
Do share your phone number with me in DM

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 07:55:41+00:00,"@jayneversettle Hi Jay, I apologize for the experience you've had, this is not the ideal experience we want you to have. Drop us a direct message with the details of your unit and let us have the opportunity to work for you.

^ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 07:41:55+00:00,"@ChelaniKumar Hi Pawan, Thank you for connecting with us via DM. Our support team will get connected with you shortly.

Appreciate your support

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 07:37:33+00:00,"@ChelaniKumar Hi Pawan, I apologize for the experience you've had, this is not the ideal experience we want you to have. Drop us a direct message with the details of your unit and let us have the opportunity to work for you.

^ Rajshekar https://t.co/fPjB4t8kVT"
HP,2021-12-14 07:18:20+00:00,"@digotiya Hi Ekta, Thank you for sharing your details via DM. Our support team will get connected with you shortly.

Appreciate your support

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 07:16:04+00:00,"@digotiya Hi Ekta, I apologize for the experience you've had, this is not the ideal experience we want you to have. Drop us a direct message with the details of your unit and let us have the opportunity to work for you.

^ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 06:26:41+00:00,"@sanjayt1970 We request you to direct message us so that we can highlight it to the relevant team.
^Kiran https://t.co/fPjB4sQbHL"
HP,2021-12-14 06:21:58+00:00,"@sanjayt1970 Hi Sanjay, we understand your concern. Please direct message us and we can look into it.
^Kiran https://t.co/fPjB4sQbHL"
HP,2021-12-14 06:06:08+00:00,"@hulylmn Merhaba, yaşadığınız deneyim için özür dilerim, bu yaşamanızı istediğimiz ideal bir deneyim değil.Biriminizin ayrıntılarını içeren doğrudan bir mesaj bırakın ve sizin için çalışma fırsatına sahip olalım.

^ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 05:26:36+00:00,"@Garvit0905 Hi Garvit, We regret the delay and inconvenience caused. We have escalated your case to the relevant team and they will contact you in a while. 
We will continue to monitor this case and share timely updates. 

Appreciate your patience.

^ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 05:12:33+00:00,"@saud966 مرحبا، شكرا لإظهار الاهتمام في منتجاتنا. يرجى استخدام الرابط أدناه وحدد منطقتك لسعر المنتج ومواصفاته ولشرائه عبر الإنترنت. 

https://t.co/OE1DHRFhtZ

^ راجشيكار https://t.co/fPjB4t7N6l"
HP,2021-12-14 05:03:00+00:00,"@AdinathBodakhe @HPE_IN @kempatel Hi, We are waiting to hear from you so that we can proceed further. Please write back when time permits and we will be more than happy to assist you.

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 04:38:06+00:00,"@umeshshivhare7 Hi Umesh, We are waiting to hear from you so that we can proceed further. Please write back when time permits and we will be more than happy to assist you.

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 03:28:08+00:00,"@fdavilaii Hola, gracias por mostrar interés en nuestro producto. Utilice el siguiente enlace y seleccione su región para el precio del producto, la especificación y para comprar en línea. 

https://t.co/OE1DHRWSlx

↑ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 03:16:25+00:00,"@Skrawberry_OG Hi, I apologize for the experience you've had, this is not the ideal experience we want you to have. Drop us a direct message with the details of your unit and let us have the opportunity to work for you.

^ Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 02:50:59+00:00,"@cynicalpolfan Hi, Sorry to hear that, and appreciate you bringing this to my attention. Kindly direct message me your number, email &amp; HP unit serial number along with the best reachable time. We will get the issue fixed at the earliest. 

^ 
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 02:39:11+00:00,"@Maup89 Hi Manali, Thank you for sharing your details via DM. Our support team will get connected with you shortly.

Appreciate your support

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 02:34:59+00:00,"@Maup89 Hi Manali, We can imagine how inconvenient this could be for you. I'm really sorry you had to deal with that, However, please help us with the case number via direct message and we shall connect further. 

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 02:30:26+00:00,"@Maup89 Hi Manali, Sorry to hear that, and appreciate you bringing this to my attention. Kindly direct message me your number, email &amp; HP unit serial number along with the best reachable time. We will get the issue fixed at the earliest. 

^ 
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 02:25:19+00:00,"@Schadios Hallo, ich entschuldige mich für die Erfahrung, die Sie gemacht haben und würde Ihnen gerne helfen. Benötigen Sie technische Unterstützung? Wenn ja, senden Sie uns bitte eine private Nachricht, damit wir Ihnen besser helfen können! 

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 01:48:56+00:00,"@anng27 Hi, We hate it when something like this happens, and I'd love to help you get this sorted, 
Please send us a DM, to begin a conversation while avoiding the character restrictions on Twitter ;)
Do share your phone number with me in DM

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 01:06:36+00:00,"@DeepikaG_ Hi Deepika, Thank you for connecting with us via DM. Our support team will get connected with you shortly.

Appreciate your support

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 00:56:03+00:00,"@DeepikaG_ Hi Deepika, Sorry to hear that, and appreciate you bringing this to my attention. Kindly direct message me your number, email &amp; HP unit serial number along with the best reachable time. We will get the issue fixed at the earliest. 

^ 
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 00:49:33+00:00,"@anng27 Hi, I understand this could be frustrating and I'll do everything I can to help, Please consider sending us a DM, to begin a conversation while avoiding the character restrictions on Twitter and share your contact information as well.

^
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 00:44:29+00:00,"@DeaqonJamesLV Hi Deaqon, Sorry to hear that, and appreciate you bringing this to my attention. Kindly direct message me your number, email &amp; HP unit serial number along with the best reachable time. We will get the issue fixed at the earliest. 

^ 
Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-14 00:42:12+00:00,"@anng27 Hi, I'm really sorry you had to deal with that, But we would love to help you get this sorted and turn this around for you!
Please send us a DM, to begin a conversation while avoiding the character restrictions on Twitter and our support team will take it from there.

^Rajshekar https://t.co/fPjB4sQbHL"
HP,2021-12-13 23:38:52+00:00,"@Chafeeza Hi, thank you for reaching out to HP.

I apologize for the inconvenience caused to you.
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 22:41:55+00:00,"@Jimjone96381824 @EnriqueJLores Hi, thank you for reaching out to HP.

This is not something we want you to face! We extend our sincere apologies to you!
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 21:24:28+00:00,"@menard1986 Hi, thank you for reaching out to HP.

I apologize for the inconvenience caused to you.
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtv9Qzq &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 20:11:28+00:00,"@coyotedamage I'm sorry to hear about this. If you're fine with it, I request you drop us a direct message and give us a chance to set this right. ^ Akhil https://t.co/fPjB4t7N6l"
HP,2021-12-13 20:10:27+00:00,"@cutchaguy I'm sorry to hear about this. If you're fine with it, I request you drop us a direct message and give us a chance to set this right. ^ Akhil https://t.co/fPjB4t7N6l"
HP,2021-12-13 19:52:10+00:00,@deebeeceee Hey Dayna! I'm extremely sorry about the lapse :( Although I'd be happy to take this up for you if you please! Could you please help us with the device Serial# and issue details on a DM and we can have some one help you with the set up. ^Dikshita https://t.co/fPjB4t7N6l
HP,2021-12-13 19:00:19+00:00,"She brought the idea, passion, and drive. The @HPLIFE_Program helped steer her toward classes to get her fledgling business off the ground. Meet Nigerian entrepreneur @UzokaNkoli, of Kuki Tomatoes. https://t.co/EH7xP93KIA https://t.co/efSvn9gOYK"
HP,2021-12-13 18:55:31+00:00,"@TIFFJOSH16 Hi, thank you for reaching out to HP.

I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya https://t.co/fPjB4sQbHL"
HP,2021-12-13 18:13:29+00:00,@FrozenPeachHost Hey there :) We see that you already have an ongoing DM conversation with one of our agents. I'd request you please drop your request in that window and I'm certain you'll find help :)
HP,2021-12-13 18:08:38+00:00,"@sirsquishy79 Hi, thank you for reaching out to HP.

I apologize for the inconvenience caused to you.
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 18:06:53+00:00,"@mollyrosey92 Hi, thank you for reaching out to HP.

We're truly sorry to hear that!
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 17:52:57+00:00,"@margaret3219 Hi, thank you for reaching out to HP.

We're truly sorry to hear about this experience you're having.
I'd be happy to help get this sorted for you! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 17:48:31+00:00,"@gelrom40 Hi there, sorry for the experience you've had. I’m going to take care of this for you. Since we'll be requiring a few details related to HP products, for privacy purposes please reach out to us on private chat https://t.co/KUjupbwmf7 and we'll look into it. Thanks, ^ Akhil https://t.co/fPjB4sQbHL"
HP,2021-12-13 17:45:25+00:00,"@Karunamon Hey there! I'm really sorry about the experience you've had. Please allow me to quickly take this up for you?
Do you mind sharing the Serial No of your device on a Direct Message: https://t.co/CUoNtuSfaQ and I'll be on it  without any further ado :) ^Dikshita https://t.co/fPjB4sQbHL"
HP,2021-12-13 17:25:24+00:00,"@GSunita Hi, We're sorry to know that you had an unpleasant experience. Please let us know more about the issue with your HP unit. We'd like to pitch in here &amp; assist you on priority. Also, please private message your contact details and unit serial number. ^ Akhil https://t.co/fPjB4sQbHL"
HP,2021-12-13 17:03:17+00:00,"@masa1266 مرحبا، شكرا لك على التواصل مع HP.

أعتذر عن الإزعاج الذي سببته لك
سأكون سعيدا للمساعدة! الرجاء النقر لإرسال رسالة مباشرة لنا https://t.co/CUoNtuSfaQ وسأنظر في هذا.

شكرا!
^راميا https://t.co/fPjB4sQbHL"
HP,2021-12-13 16:36:40+00:00,"@smooThPierce Hi, thank you for reaching out to HP.

We're truly sorry to hear about this experience you're having.
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 16:13:36+00:00,"@mattwoo14103731 Hi, thank you for reaching out to HP.

I apologize for the inconvenience caused to you.
I'd be happy to help! Please click to send us a Direct Message https://t.co/CUoNtuSfaQ &amp; I'll look into this.

Thanks!
^Ramya"
HP,2021-12-13 15:44:57+00:00,"@rajeev28byahoo1 Hey Rajeev,
Welcome to Hp support!
We are happy to know you are a loyal customer and have been with us over time.
Please elaborate on the issue over DM and share your contact details to help you further.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 15:17:17+00:00,"@Ms_Doll Hey there,
Welcome to Hp support!
Sorry for the unpleasant experience.
Please connect us over DM and we shall get its orted right away.
thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 15:04:13+00:00,"@RAJEEVSAAM Hey Rajeev :) It's a pleasure to make your acquaintance! Please allow me to quickly take this up for you?
Do you mind sharing the Serial No of your device on a DM: https://t.co/CUoNtuSfaQ and I'll be on it without any further ado :) ^Dikshita https://t.co/fPjB4sQbHL"
HP,2021-12-13 14:53:31+00:00,@ogiberstein May I know when was the last time it was working fine? We can have a look at it and help you fix it. Please DM us and give us a chance to assist you with other options. https://t.co/fPjB4sQbHL
HP,2021-12-13 14:41:02+00:00,"@bhoneycombe Hey Barry! Let us take care of this for you. To have a look into your details and help you further, we're looking for your Serial No. on a DM! Waiting for you on the other side.
^Dikshita"
HP,2021-12-13 13:53:32+00:00,"@david_piland Hey David! I'm really sorry about your experience &amp; I agree this is far from ideal :( Please allow me to turn this around for you?
Do you mind sharing the Serial No of your device on a DM: https://t.co/CUoNtuSfaQ and I'll be on it  :) ^Dikshita https://t.co/fPjB4sQbHL"
HP,2021-12-13 13:28:17+00:00,"@ogiberstein Oh No! That's not what we like to hear. May I know from when are you facing this issue? Did you make any changes to it? Please send us a DM so that we can assist you with it.
^Shalvi https://t.co/fPjB4sQbHL"
HP,2021-12-13 13:06:03+00:00,"@Jreezy7 Hello there,
Welcome to Hp support!
Thank you for tweeting. I'd be happy to help! Due to a character constraint please follow the link to send us a direct message and I'll look into this. You may also contact HP directly via this link https://t.co/lwAfaamCxv . Thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 12:32:24+00:00,"@AnkurJawla11 Hi Ankur,
Sorry for the delay, I have right away escalated to the field team and you will be contacted soon.
Please allow them some time you shall be notified on-call or email ASAP.
Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 12:28:19+00:00,"@charlie09236044 Most welcome:)
Our support team shall assist you shortly.
Thanks
^Sajeed https://t.co/fPjB4sQbHL"
HP,2021-12-13 12:17:13+00:00,"@RandemGamor Sorry for teh hassele.
We shall share this as feedback internally to the concerned team.
Please do connect for any assistance.
Thank you for choosing HP!
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 12:16:45+00:00,"@charlie09236044 Hi Charlie, thank you for reaching out to HP. 
I apologize for the inconvenience caused to you.

I'd be happy to help! Please click on the link below to send us a Direct message&amp; I'll look into this.

Thanks! ^Ashish https://t.co/fPjB4sQbHL"
HP,2021-12-13 12:07:19+00:00,"@RandemGamor Hi there,
Welcome to Hp support!
 I apologize for the you've had and would love to help you out. Do you require technical assistance? If yes, please send us a direct message so we can assist you better!  
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 11:38:58+00:00,"@the_md_taufiq To drive down towards resolution we would need your contact number and unit serial number.
Please share it via DM and we shall help you to resolve this issue.
Thanks
2/2
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 11:38:48+00:00,"@the_md_taufiq Hi Taufiq,
Welcome to HP social media support!
I'd be happy to assist you. So as per the issue reported the screen is blank with just a mouse cursor.
That could be either hardware or software issues.1/2"
HP,2021-12-13 10:17:15+00:00,"@GSunita Hi there,
thanks for connecting over DM.
our support team will assist you shortly and address the issue.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 09:39:01+00:00,"@GSunita Hi there,
Welcome to Hp social media support!
We see you are communicating with us over direct message.
Our support team will assist you over the same channel shortly.
Thanks
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 09:29:26+00:00,"@Kaveri2411 Hi Kaveri,
Welcome to Hp support!
We see you are communicating over direct messgae.
Our support team will assist you over the same channel shortly.
thanks for your patience.
^Sajeeda https://t.co/fPjB4sQbHL"
HP,2021-12-13 08:23:33+00:00,"@AbdulSawti شكرًا لك على الاهتمام بمنتجاتنا. هنا رابط سيساعدك: https://t.co/OE1DHRWSlx
يُرجى إعلامي إذا كان هناك أي شيء آخر تحتاج إلى المساعدة بشأنه.
شكرا! ^ ابو"
HP,2021-12-13 08:05:07+00:00,"@carly_kelly86 Let us take care of this for you. To have a look into your details and help you further, please reach out to us on direct message! Please do not mention your details in public to maintain confidentiality. 

^Abu https://t.co/fPjB4sQbHL"
HP,2021-12-13 07:10:37+00:00,"@Drabhishekchby Hi Dr. Abhishek, Thanks for reaching out to HP.
We request you to kindly visit the nearest HP authorized service center along with the device and the purchase receipt, our team will assist you. 

Please find the link to the service center below,
https://t.co/E7vGOGQZsn

^Abhishek https://t.co/fPjB4sQbHL"
HP,2021-12-13 07:04:03+00:00,"@Kaveri2411 I hear you and this comes as a concern to us! I'd be happy to help you. If you're fine with it, I request you drop us a direct message and give us a chance to see how we can address them. 

^Abu https://t.co/fPjB4sQbHL"
HP,2021-12-13 06:54:15+00:00,"@Kaveri2411 Let us take care of this for you. To have a look into your details and help you further, please reach out to us on direct message! Please do not mention your details in public to maintain confidentiality. Waiting for you on the other side.

^Abu https://t.co/fPjB4sQbHL"
